Generic Part Number	Device Description	Marketing Status	Literature Number	Literature Description
REF3320	2.048-V, 30-ppm/°C drift, 3.9-µA, 3-pin SOT-23, 3-pin SC70, 8-pin UQFN voltage reference	ACTIVE	SBOM238A	REF3320 TINA-TI Spice Model (Rev. A)
REF3325	2.5-V, 30-ppm/°C drift, 3.9-µA, 3-pin SOT-23, 3-pin SC70, 8-pin UQFN voltage reference	ACTIVE	SBOM241A	REF3325 TINA-TI Spice Model (Rev. A)
REF3330	30-ppm/°C drift, 3.9µA, 3-pin SOT-23, 3-pin SC70, 8-pin UQFN series voltage reference	ACTIVE	SBOM244A	REF3330 TINA-TI Spice Model (Rev. A)
REF3333	3.3-V, 30-ppm/°C drift, 3.9-µA, 3-pin SOT-23, 3-pin SC70, 8-pin UQFN voltage reference	ACTIVE	SBOM247A	REF3333 TINA-TI Spice Model (Rev. A)
REF34-Q1	Automotive, low-drift, low-power, small-footprint series voltage reference	ACTIVE	SBAM352	REF3430 TINA-TI Spice Model
REF34-Q1	Automotive, low-drift, low-power, small-footprint series voltage reference	ACTIVE	SBAM355	REF3433 TINA-TI Spice Model
REF34-Q1	Automotive, low-drift, low-power, small-footprint series voltage reference	ACTIVE	SBAM377	REF3440 TINA-TI Spice Model
REF34-Q1	Automotive, low-drift, low-power, small-footprint series voltage reference	ACTIVE	SBAM379	REF3450 TINA-TI Spice Model
REF3425	2.5-V, low-drift, low-power, small-footprint series voltage reference	ACTIVE	SBAM421	REF3425 TINA-TI Spice Model
REF3430	3-V, low-drift, low-power, small-footprint series voltage reference	ACTIVE	SBAM352	REF3430 TINA-TI Spice Model
REF3433	3.3-V, low-drift, low-power, small-footprint series voltage reference	ACTIVE	SBAM355	REF3433 TINA-TI Spice Model
REF3440	4.1-V, low-drift, low-power, small-footprint series voltage reference	ACTIVE	SBAM377	REF3440 TINA-TI Spice Model
REF3440-EP	Enhanced product, 4.1-V, low-drift, low-power series voltage reference	ACTIVE	SBAM377	REF3440 TINA-TI Spice Model
REF3450	5-V, low-drift, low-power, small-footprint series voltage reference	ACTIVE	SBAM379	REF3450 TINA-TI Spice Model
REF5010	10V, 3-µVpp/V noise, 3-ppm/°C drift precision series voltage reference	ACTIVE	SLIM176A	REF5010 TINA-TI Spice Model (Rev. A)
REF5020	2.048-V, 3-µVpp/V noise, 3-ppm/°C drift precision series voltage reference	ACTIVE	SLIM158B	REF5020 TINA-TI Spice Model (Rev. B)
REF5025	2.5-V, 3-µVpp/V noise, 3-ppm/°C drift precision series voltage reference	ACTIVE	SLIM161A	REF5025 TINA-TI Spice Model (Rev. A)
REF5030	3-V, 3-µVpp/V noise, 3-ppm/°C drift precision series voltage reference	ACTIVE	SLIM164A	REF5030 TINA-TI Spice Model (Rev. A)
REF5040	4.096-V, 3-µVpp/V noise, 3-ppm/°C drift precision series voltage reference	ACTIVE	SLIM167A	REF5040 TINA-TI Spice Model (Rev. A)
REF5045	4.5-V, 3-µVpp/V noise, 3-ppm/°C drift precision series voltage reference	ACTIVE	SLIM170A	REF5045 TINA-TI Spice Model (Rev. A)
REF5050	5-V, 3-µVpp/V noise, 3-ppm/°C drift precision series voltage reference	ACTIVE	SLIM173A	REF5050 TINA-TI Spice Model (Rev. A)
REF6025	2.5-V, 5-ppm/°C high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOM984	REF6025 TINA-TI Transient Spice Model
REF6030	3-V, 5-ppm/°C high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOM987	REF6030 TINA-TI Transient Spice Model
REF6033	3.3-V, 5-ppm/°C high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOM988	REF6033 TINA-TI Transient Spice Model
REF6041	4.096-V, 5-ppm/°C high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOM990	REF6041 TINA-TI Transient Spice Model
REF6045	4.5-V, 5-ppm/°C high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOM992	REF6045 TINA-TI Transient Spice Model
REF6050	5-V, 5-ppm/°C high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOM994	REF6050 TINA-TI Transient Spice Model
REF6125	2.5-V, 8-ppm/°C  high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOM998A	REF6125 TINA-TI Transient Spice Model (Rev. A)
REF6130	3-V, 8-ppm/°C  high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOMA01A	REF6130 TINA-TI Transient Spice Model (Rev. A)
REF6133	3.3-V, 8-ppm/°C  high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOMA02A	REF6133 TINA-TI Transient Spice Model (Rev. A)
REF6141	4.096-V, 8-ppm/°C  high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOMA04A	REF6141 TINA-TI Transient Spice Model (Rev. A)
REF6145	4.5-V, 8-ppm/°C  high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOMA06A	REF6145 TINA-TI Transient Spice Model (Rev. A)
REF6150	5-V, 8-ppm/°C  high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOMA09A	REF6150 TINA-TI Transient Spice Model (Rev. A)
REF6225	2.5-V, 3-ppm/°C high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOMA61	REF6225 TINA-TI Spice Model
REF6230	3-V, 3-ppm/°C high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOMA62	REF6230 TINA-TI Spice Model
REF6233	3.3-V, 3-ppm/°C high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOMA64	REF6233 TINA-TI Spice Model
REF6241	4.096-V, 3-ppm/°C high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOMA67	REF6241 TINA-TI Spice Model
REF6245	4.5-V, 3-ppm/°C high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOMA69	REF6245 TINA-TI Spice Model
REF6250	5-V, 3-ppm/°C high-precision voltage reference with integrated buffer & enable pin	ACTIVE	SBOMA70	REF6250 TINA-TI Spice Model
SM74611	0.5-V to 100-V smart bypass diode	ACTIVE	SNVM434	SM74611 TINA-TI Transient Spice Model
SN6501	Low-noise, 350-mA, 410-kHz transformer driver for isolated power supplies	ACTIVE	SLLM224	SN6501 TINA-TI Transient Spice Model
SN6505B	Low-noise, 1-A, 420-kHz transformer driver with soft start for isolated power supplies	ACTIVE	SLLM324	SN6505B TINA-TI Transient Spice Model
SN6505B-Q1	Automotive, low-noise, 1-A, 420-kHz transformer driver with soft start for isolated power supplies	ACTIVE	SLLM324	SN6505B TINA-TI Transient Spice Model
SN65C1167E	Dual Differential Drivers and Receivers With +/-8-kV IEC ESD Protection	ACTIVE	SLLM344	SN65C1167E TINA-TI Spice Model
SN65C1168E	Dual Differential Drivers and Receivers With +/-8-kV IEC ESD Protection	ACTIVE	SLLM347	SN65C1168E TINA-TI Spice Model
SN65C1168E-SEP	Radiation hardened RS-422 dual differential drivers and receivers in space Enhanced Plastic	ACTIVE	SLLM347	SN65C1168E TINA-TI Spice Model
SN74AHC1G04	Single 2-V to 5.5-V inverter	ACTIVE	SCLM114	SN74AHC1G04 TINA-TI Spice Model
SN74HCS20	Dual 4-input NAND gates with Schmitt-trigger inputs	ACTIVE	SCLM324	SN74HCS20 TINA-TI Spice Model
SN74HCS20-Q1	Automotive dual 4-input NAND gates with Schmitt-trigger inputs	ACTIVE	SCLM324	SN74HCS20 TINA-TI Spice Model
SN74LVC125A	4-ch, 1.65-V to 3.6-V buffers with 3-state outputs	ACTIVE	SCAM061	SN74LVC125A TINA-TI Transient Spice Model
SN74LVC1T45	Single-Bit Dual-Supply Bus Transceiver with Configurable Voltage-Level Shifting and 3-State Outputs	ACTIVE	SCEM546A	SN74LVC1T45 TINA-TI Spice Model (Rev. A)
SN74LVC2G66-Q1	Automotive 5-V, 1:1 (SPST), 2-channel analog switch	ACTIVE	SCEM572A	SN74LVC2G66-Q1 TINA-TI Spice Model (Rev. A)
TAS5411-Q1	Automotive, 8-W, 1-ch, 4.5- to 18-V analog input Class-D audio amplifier w/ I2C diag & load dump	ACTIVE	SLOM400A	TAS5411 TINA-TI Spice Model (Rev. A)
TAS5421-Q1	Automotive, 22-W, 1-ch, 4.5- to 18-V analog input class-D audio amplifier w/ I2C diag, load dump	ACTIVE	SLOM395	TAS5421 TINA-TI Transient Spice Model
TAS5421-Q1	Automotive, 22-W, 1-ch, 4.5- to 18-V analog input class-D audio amplifier w/ I2C diag, load dump	ACTIVE	SLOM396	TAS5421 TINA-TI Spice Model
TCAN1042-Q1	Automotive fault-protected CAN transceiver with flexible data-rate	ACTIVE	SLLM403	TCAN1042-Q1 TINA-TI Transient Spice Model
TDC1000	Ultrasonic sensing analog front end for level and concentration sensing	ACTIVE	SNAM194	TDC1000 TINA-TI Spice Model
TDC1000-Q1	Automotive Ultrasonic Sensing Analog Front End for Level and Concentration Sensing	ACTIVE	SNAM194	TDC1000 TINA-TI Spice Model
THP210	High precision (40-μV, 0.1μV/C), high-voltage (36-V), low-noise (3.7-nV/√Hz), fully-differential amp	ACTIVE	SBOMB88	THP210 TINA-TI SPICE Model
THS3091	Single- High-Voltage, Low Distortion, Current-Feedback Operational Amplifier	ACTIVE	SLOM418	THS3091 TINA-TI Spice Model
THS3092	Dual- High-Voltage, Low Distortion, Current-Feedback Operational Amplifier	ACTIVE	SLOM421	THS3092 TINA-TI Spice Model
THS3095	Single- High-Voltage, Low Distortion, Current-Feedback Operational Amplifier with Power-down	ACTIVE	SLOM144A	THS3095 TINA-TI Spice Model (Rev. A)
THS3096	Dual- High-Voltage, Low Distortion, Current-Feedback Operational Amplifier with Power-down	ACTIVE	SLOM409	THS3096 TINA-TI Spice Model
THS3110	Single, Low Noise, High Voltage Current-Feedback Amplifier with Power-down	ACTIVE	SLOM140	THS3110 TINA-TI Spice Model
THS3111	Single, Low Noise, High Voltage Current-Feedback Amplifier	ACTIVE	SBOM345A	THS3111 TINA-TI Spice Model (Rev. A)
THS3112	Dual, Low-Noise, High Output Current, 110-MHz Amplifier	ACTIVE	SLOM417	THS3112 TINA-TI Spice Model
THS3120	Single, Low Noise, High Output Drive, 475mA Current-Feedback Amplifier with Power-down	ACTIVE	SLOM139	THS3120 TINA-TI Spice Model
THS3122	Dual, High Output Current, 120-MHz Amplifier	ACTIVE	SLOM406	THS3122 TINA-TI Spice Model
THS3125	Dual, High Output Current, 120-MHz Amplifier With Shutdown	ACTIVE	SLOM412	THS3125 TINA-TI Spice Model
THS3215	DC to 650-MHz, Differential-to-Single-Ended, DAC Output Amplifier	ACTIVE	SBOM978	THS3215 TINA-TI Spice Model
THS3217	DC to 800-MHz, Differential-to-Single-Ended, DAC Output Amplifier	ACTIVE	SBOM970	THS3217 TINA-TI Spice Model
THS3491	900-MHz, High Power Output, Current Feedback Amplifier	ACTIVE	SBOMAI5A	THS3491DDA TINA-TI Spice Model (Rev. A)
THS3491	900-MHz, High Power Output, Current Feedback Amplifier	ACTIVE	SBOMAN4	THS3491RGT TINA-TI Spice Model
THS4130	150MHz, Fully Differential Input/Output Low Noise Amplifier With Shutdown	ACTIVE	SLOM147B	THS4130 TINA-TI Spice Model (Rev. B)
THS4215	High-Speed, Ultra-Low-Distortion, Operational Amplifier with Shutdown	ACTIVE	SLOM327	THS4215 TINA-TI Spice Model
THS4226	Low-Distortion High-Speed Rail-to-Rail Output with Shutdown	ACTIVE	SLAM021A	THS4226 TINA-TI Spice Model (Rev. A)
THS4271	Super-Fast Ultra-Low Distortion High Speed Amplifier	ACTIVE	SBOM361A	THS4271 TINA-TI Spice Model (Rev. A)
THS4281	Very Low-Power High Speed Rail-To-Rail Input/Output Voltage Feedback Operational Amplifier	ACTIVE	SLOM443	THS4281 TINA-TI Spice Model
THS4302	2.4GHz, Wideband Fixed Gain Amplifier	ACTIVE	SLAM022A	THS4302 TINA-TI Spice Model (Rev. A)
THS4303	1.8GHz, Wideband Fixed-Gain Amplifier	ACTIVE	SLAM023A	THS4303 TINA-TI Spice Model (Rev. A)
THS4304	3GHz, Low noise, Wideband Operational Amplifier	ACTIVE	SLAM024	THS4304 TINA-TI Spice Model
THS4500	15V,  High-Speed Fully Differential Amplifier with power-down	ACTIVE	SLOM426	THS4500 TINA-TI Spice Model
THS4501	High-Speed Fully Differential Amplifier, +/-5 V	ACTIVE	SLOM427	THS4501 TINA-TI Spice Model
THS4503	High-Speed Fully-Differential Amplifiers	ACTIVE	SLAM025A	THS4503 TINA-TI Spice Model (Rev. A)
THS4504	Wideband, Low Distortion Fully Differential Amplifier with Shutdown	ACTIVE	SLOM430A	THS4504 TINA-TI Spice Model (Rev. A)
THS4505	Wideband, Low-Distortion Fully Differential Amplifier	ACTIVE	SLAM026B	THS4505 TINA-TI Spice Model (Rev. B)
THS4508	Wideband Fully Differential Amplifier	ACTIVE	SLOM149A	THS4508 TINA-TI Spice Model (Rev. A)
THS4509	1.9-GHz, Wideband, Low-Noise, Low-Distortion, Fully-Differential Amplifier	ACTIVE	SLOM151A	THS4509 TINA-TI Spice Model (Rev. A)
THS4509-Q1	Automotive Catalog Wideband Operational Amplifier	ACTIVE	SLOM151A	THS4509 TINA-TI Spice Model (Rev. A)
THS4511	1.6-GHz, unity-gain stable, wideband, low-noise, low distortion fully differential amplifier	ACTIVE	SLOM153A	THS4511 TINA-TI Spice Model (Rev. A)
THS4513	1.6-GHz, min gain 1-V/V, low-noise, low distortion fully differential amplifier	ACTIVE	SBOM337A	THS4513 TINA-TI Spice Model (Rev. A)
THS4520	Rail-to-Rail Output Wideband Fully Differential Amplifier	ACTIVE	SLOM156B	THS4520 TINA-TI Spice Model (Rev. B)
THS4521	Very low power rail-to-rail output fully differential amplifier	ACTIVE	SBOM342D	THS4521 TINA-TI Spice Model (Rev. D)
THS4522	Very low power dual channel rail-to-rail output fully differential amplifier	ACTIVE	SBOMA74A	THS4522 TINA-TI Spice Model (Rev. A)
THS4524	Very low power quad channel rail-to-rail output fully differential amplifier	ACTIVE	SBOMA78A	THS4524 TINA-TI Spice Model (Rev. A)
THS4531	Ultra low power 0.25mA, RRO, fully differential amplifier	ACTIVE	SLOM261	THS4531 TINA-TI Spice Model
THS4531A	Ultra Low Power, RRO, Fully-Differential Amplifier	ACTIVE	SLOM351A	THS4531A TINA-TI Spice Model (Rev. A)
THS4532	Dual, Ultra low power 0.25mA, RRO, fully differential amplifier	ACTIVE	SLOM354	THS4532 TINA-TI Spice Model
THS4541	High-Speed Differential I/O Amplifier	ACTIVE	SBOM906B	THS4541 TINA-TI Spice Model (Rev. B)
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC459	TINA-TI 100kHz MFB filter LG test of Figure 87 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC460	TINA-TI AC Coupled Single to Differentiate Gain of 2 Figure70 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC463	TINA-TI ADTL1-4-75 Model Test for Figure 62 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC464	TINA-TI Attenuator With a Caps Gain of 0.1  Figure81 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC465	TINA-TI Attenuator With No Caps Gain of 0.1 Figure80 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC466	TINA-TI Basic Gain of 1 Test Circuit Figure61 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC467	TINA-TI Common Mode Test CKT Figure65 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC468	TINA-TI Differential Audio DAC ZT Design Figure90 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC469	TINA-TI Differential IO with OPA2192 to FDA to SAR Figure 76 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC470	TINA-TI Differential Transimpedance LG Sim Figure90 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC471	TINA-TI Gain of 0.2 100kHz Butterworth MFB Filter Figure87 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC472	TINA-TI Gain of 5 Single to Different Simplified for Figure72 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC473	TINA-TI Gain of 5 Single to Different with 10Mhz Bessel Figure93 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC474	TINA-TI High Gain Single to Different with Feedback Pole and Input C Figure 85
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC475	TINA-TI High Gain Single to Different with Feedback Pole Figure 83 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC476	TINA-TI Open Loop No Load Response Figure99 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOC477	TINA-TI Single to Differential Attenuator Figure71 THS4551
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SBOMA28C	THS4551 TINA-TI Spice Model (Rev. C)
THS4551	Low Noise, Precision, 150MHz, Fully Differential Amplifier	ACTIVE	SLOC341	TINA-TI AC coupled different IO Figure 75 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC459	TINA-TI 100kHz MFB filter LG test of Figure 87 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC460	TINA-TI AC Coupled Single to Differentiate Gain of 2 Figure70 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC463	TINA-TI ADTL1-4-75 Model Test for Figure 62 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC464	TINA-TI Attenuator With a Caps Gain of 0.1  Figure81 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC465	TINA-TI Attenuator With No Caps Gain of 0.1 Figure80 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC466	TINA-TI Basic Gain of 1 Test Circuit Figure61 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC467	TINA-TI Common Mode Test CKT Figure65 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC468	TINA-TI Differential Audio DAC ZT Design Figure90 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC469	TINA-TI Differential IO with OPA2192 to FDA to SAR Figure 76 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC470	TINA-TI Differential Transimpedance LG Sim Figure90 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC471	TINA-TI Gain of 0.2 100kHz Butterworth MFB Filter Figure87 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC472	TINA-TI Gain of 5 Single to Different Simplified for Figure72 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC473	TINA-TI Gain of 5 Single to Different with 10Mhz Bessel Figure93 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC474	TINA-TI High Gain Single to Different with Feedback Pole and Input C Figure 85
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC475	TINA-TI High Gain Single to Different with Feedback Pole Figure 83 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC476	TINA-TI Open Loop No Load Response Figure99 THS4551
THS4552	Dual Channel, Low-Noise, Precision, 150-MHz, Fully Differential Amplifier	ACTIVE	SBOC477	TINA-TI Single to Differential Attenuator Figure71 THS4551
THS4561	Low-power, 60-MHz, wide-supply-range fully differential amplifier	ACTIVE	SBOMAE5C	THS4561 TINA-TI Spice Model (Rev. C)
THS4601	Wideband, FET-Input Operational Amplifier	ACTIVE	SLAM027A	THS4601 TINA-TI Spice Model (Rev. A)
THS4631	High Speed FET-Input Operational Amplifier	ACTIVE	SLOM248A	THS4631 TINA-TI Spice Model (Rev. A)
THS6002	Dual Differential DSL Line Driver/Receiver	ACTIVE	SLAM028A	THS6002 TINA-TI Spice Model (Rev. A)
THS6012	500-mA Dual Differential DSL and PLC Line Driver	ACTIVE	SLAM030A	THS6012 TINA-TI Spice Model (Rev. A)
THS6022	250-mA Dual Differential DSL and PLC Line Driver	ACTIVE	SLAM031A	THS6022 TINA-TI Spice Model (Rev. A)
THS6032	Low-Power, Dual Class G Amplifier and DSL/PLC Line Driver	ACTIVE	SLAM032A	THS6032 TINA-TI Spice Model (Rev. A)
THS6042	350-mA, +/-12V ADSL CPE and PLC Line Driver	ACTIVE	SLAM033A	THS6042 TINA-TI Spice Model (Rev. A)
THS6043	350-mA, +/-12V ADSL CPE and PLC Line Driver with Shutdown	ACTIVE	SLAM034A	THS6043 TINA-TI Spice Model (Rev. A)
THS6052	175-mA, +/-12V ADSL CPE and PLC Line Driver	ACTIVE	SLAM035A	THS6052 TINA-TI Spice Model (Rev. A)
THS6053	175-mA, +/-12V ADSL CPE and PLC Line Driver with Shutdown	ACTIVE	SLAM036A	THS6053 TINA-TI Spice Model (Rev. A)
THS6062	Low-Noise ADSL Dual Differential Receiver	ACTIVE	SLAM037A	THS6062 TINA-TI Spice Model (Rev. A)
THS6072	Low-Power ADSL Differential Receiver	ACTIVE	SLAM038B	THS6072 TINA-TI Spice Model (Rev. B)
THS6092	275-mA, +12V ADSL CPE and DSL Line Driver	ACTIVE	SLAM039A	THS6092 TINA-TI Spice Model (Rev. A)
THS6093	275-mA, +12V ADSL CPE and PLC Line Driver with Shutdown	ACTIVE	SLAM040A	THS6093 TINA-TI Spice Model (Rev. A)
THS6182	Low Power ADSL and PLC Line Driver	ACTIVE	SLAM041A	THS6182 TINA-TI Spice Model (Rev. A)
THS6184	Dual Port xDSL Line Driver	ACTIVE	SLLM065	THS6184 TINA-TI Spice Model
THS6212	High Speed, Differential Broadband PLC/HPLC Line Driver Amplifier	ACTIVE	SBOM981	THS6212 TINA-TI Spice Model
THS6301	Single Port, G.Fast 106MHz, 212MHz CPE DSL Line Driver Amplifier	ACTIVE	SBOMAP8	THS6301 TINA-TI Spice Model
THS7001	70-MHz High-Speed Programmable-Gain Amplifier	ACTIVE	SLAM017A	THS7001 PGA TINA-TI Spice Model (Rev. A)
THS7001	70-MHz High-Speed Programmable-Gain Amplifier	ACTIVE	SLAM018A	THS7001 Preamp TINA-TI Spice Model (Rev. A)
THS7002	70-MHz High-Speed Programmable-Gain Amplifier, Dual	ACTIVE	SLAM019A	THS7002 Preamp TINA-TI Spice Model (Rev. A)
THS7002	70-MHz High-Speed Programmable-Gain Amplifier, Dual	ACTIVE	SLOM251	THS7002 PGA TINA-TI Spice Model
THS7530	Fully Differential, Continuously Variable Gain Amplifier	ACTIVE	SLAM020A	THS7530 TINA-TI Spice Model (Rev. A)
THS770006	High-Speed Fully Differential ADC Driver Amplifier with +6dB Fixed Gain	ACTIVE	SLOM173	THS770006 TINA-TI Spice Model
THS770012	High-Speed Fully Differential ADC Driver Amplifier with 10 to 13 dB Selectable Gain	ACTIVE	SLOM195	THS770012 TINA-TI Spice Model
TL071H	Single, 40-V, 5-MHz, 4-mV offset voltage, 20-V/µs, In to V+ op amp with -40°C to 125°C operation	ACTIVE	SLOM511A	TL07xH_TL08xH TINA-TI Spice Model (Rev. A)
TL072H	Dual, 40-V, 5-MHz, 4-mV offset voltage, 20-V/µs, In to V+ op amp with -40°C to 125°C operation	ACTIVE	SLOM511A	TL07xH_TL08xH TINA-TI Spice Model (Rev. A)
