Generic Part Number	Device Description	Marketing Status	Literature Number	Literature Description
OPA392	Single, low-offset (0.01 mV), low-noise (6 nV/rtHz), femtoampere bias current, RRIO, e-trim™ op amp	ACTIVE	SBOMBK3A	OPAx392 TINA-TI Spice Model (Rev. A)
OPA396	Micro-power, high precision, high speed-to-power ratio, cost optimized RRIO single op amp	ACTIVE	SBOMBT3	OPAx396 TINA-TI Spice Model
OPA397	Single, low-offset (0.06 mV), low-noise, low bias current, cost optimized, RRIO, e-trim™ op amp	ACTIVE	SBOMBW1	OPAx397 TINA-TI Spice Model
OPA3S328	High-speed (40-MHz), high-precision (60-µV) , low-noise op amp with integrated gain switches	ACTIVE	SBOMBI6	OPA3S328 TINA-TI Model
OPA404	Quad High Speed Precision Difet&reg; Operational Amplifier	ACTIVE	SBOC211B	OPA404 TINA-TI Spice Model (Rev. B)
OPA4130	Quad, low bias current, low-noise, precision difet operational amplifier	ACTIVE	SBOM261C	OPA130 TINA-TI Spice Model (Rev. C)
OPA4134	Quad SoundPlus&trade; High Performance Audio Operational Amplifiers	ACTIVE	SBOM264F	OPAx134 TINA-TI Spice Model (Rev. F)
OPA4137	Quad, 36-V, 1-MHz, RRI operational amplifier	ACTIVE	SBJM012	OPA4137 TINA-TI Spice Model
OPA4140	Quad, 11-MHz, single supply, low-noise, precision, rail-to-rail output, JFET amplifier	ACTIVE	SBOM430D	OPAx140 TINA-TI Spice Model (Rev. D)
OPA4141	Quad, 10-MHz, single supply, low-noise, JFET precision amplifier	ACTIVE	SBOM420E	OPAx141 TINA-TI Spice Model (Rev. E)
OPA4170	Quad, 36-V, 1.2-MHz, low-power operational amplifier	ACTIVE	SBOM466B	OPA170 TINA-TI Spice Model (Rev. B)
OPA4170-Q1	Automotive-grade, quad, 36-V, 1.2-MHz, low-power operational amplifier	ACTIVE	SBOM466B	OPA170 TINA-TI Spice Model (Rev. B)
OPA4171	Quad, 36-V, 3-MHz, low-power operational amplifier	ACTIVE	SBOM441B	OPAy171 Family TINA-TI Spice Model (Rev. B)
OPA4171-Q1	Automotive-grade, quad, 36-V, 3-MHz, low-power operational amplifier	ACTIVE	SBOM441B	OPAy171 Family TINA-TI Spice Model (Rev. B)
OPA4172	Quad, 36-V, 10-MHz, low-power operational amplifier	ACTIVE	SBOM855A	OPA172 TINA-TI Spice Model (Rev. A)
OPA4172-Q1	Automotive-grade, quad, 36-V, 10-MHz, low-power operational amplifier	ACTIVE	SBOM855A	OPA172 TINA-TI Spice Model (Rev. A)
OPA4180	0.1 uV/C Drift, Quad, Low Noise, Rail-to-Rail, 36V Zero Drift Op Amp	ACTIVE	SBOM890D	OPAx180 TINA-TI Spice Model (Rev. D)
OPA4188	0.03µV/C, Low Noise, Rail-to-Rail Output, 36V Zero-Drift Operational Amplifier	ACTIVE	SBOM807C	OPAx188 TINA-TI Spice Model (Rev. C)
OPA4189	Quad, 14-MHz, MUX-friendly, zero-drift RRO, precision operational amplifier	ACTIVE	SBOMAF1E	OPAx189 TINA-TI Spice Model (Rev. E)
OPA4191	Quad, low-power, 36-V, precision, e-trim amplifier with RRIO	ACTIVE	SBOM961B	OPA191 TINA-TI Spice Model (Rev. B)
OPA4192	Low-Noise, Low Quiescent Current, 36V RRI/O Precision Op Amps, E-Trim&trade; Series	ACTIVE	SBOM860E	OPAx192 TINA-TI Spice Model (Rev. E)
OPA4196	Quad, 36-V, low power, all-purpose amplifier with mux-friendly input	ACTIVE	SBOMAF8D	OPAx196 TINA-TI Spice Model (Rev. D)
OPA4196	Quad, 36-V, low power, all-purpose amplifier with mux-friendly input	ACTIVE	SBOMBN9	OPAx196 PWM LED Drive for Immunoassay in Vitro Diagnostic Systems TINA-TI
OPA4197	Quad, 36-V, precision, rail-to-rail input output, low offset voltage op amp	ACTIVE	SBOMA35C	OPAx197 TINA-TI Spice Model (Rev. C)
OPA4197-Q1	Automotive, quad channel, high precision, 36-V, 10-MHz, rail-to-rail input output op amp	ACTIVE	SBOMC03	OPAx197-Q1 TINA-TI Spice Model
OPA4202	Low noise (0.2-µVPP, 9-nV/√Hz), heavy capacitive drive (25-nF), super beta, precision op amp, quad	ACTIVE	SBOMAH4C	OPAx202 TINA-TI SPICE Model (Rev. C)
OPA4227	Quad high precision, low noise operational amplifiers	ACTIVE	SBOM267C	OPAx227 TINA-TI Spice Model (Rev. C)
OPA4228	Quad high precision, wide bandwidth, low noise operational amplifiers	ACTIVE	SBOM268B	OPAx228 TINA-TI Spice Model (Rev. B)
OPA4241	Quad, 5V single-supply, micro power operational amplifiers	ACTIVE	SBOM687	OPA4241 TINA-TI Spice Model
OPA4244	Quad, 36-V, 430-kHz, low-offset operational amplifier	ACTIVE	SBOM270B	OPA4244 TINA-TI Spice Model (Rev. B)
OPA4251	Quad, 15V single-supply, micro power operational amplifiers	ACTIVE	SBOM300D	OPA251 Family TINA-TI Spice Model (Rev. D)
OPA4277	Quad, low power (250 µA/amp), precision, operational amplifier	ACTIVE	SBOM271F	OPAx277 TINA-TI Spice Model (Rev. F)
OPA4277-EP	Enhanced Products High Precision Operational Amplifiers	ACTIVE	SBOM271F	OPAx277 TINA-TI Spice Model (Rev. F)
OPA4277-SP	High-precision operational amplifier	ACTIVE	SBOM271F	OPAx277 TINA-TI Spice Model (Rev. F)
OPA4313	Quad, 5.5-V, 1-MHz, low quiescent current (50-μA), RRIO operational amplifier	ACTIVE	SBOM775A	OPA313 TINA-TI Spice Model (Rev. A)
OPA4314	Quad, 5.5-V, 3-MHz, low noise (4.6-nV/√Hz), RRIO operational amplifier	ACTIVE	SBOM759	OPA4314 TINA-TI Spice Model
OPA4314-Q1	Automotive-grade, quad, 5.5-V, 3-MHz, low noise (4.6-nV/√Hz), RRIO operational amplifier	ACTIVE	SBOM759	OPA4314 TINA-TI Spice Model
OPA4316	Quad, 5.5-V, 10-MHz, 50-mA output current, low noise (11-nV/√Hz), RRIO operational amplifier	ACTIVE	SBOM886A	OPA316 TINA-TI Spice Model (Rev. A)
OPA4316-Q1	Automotive-grade, quad, 5.5-V, 10-MHz, 50-mA output current, low noise (11-nV/√Hz), RRIO op amp	ACTIVE	SBOM886A	OPA316 TINA-TI Spice Model (Rev. A)
OPA4317	Quad, Low Offset, Rail-to-Rail I/O Operational Amplifier	ACTIVE	SBOM812	OPA317 TINA-TI Spice Model
OPA4322	Quad, 5.5-V, 20-MHz, 65-mA output current, low noise (8.5-nV/√Hz), RRIO operational amplifier	ACTIVE	SBOM454C	OPAx322 TINA-TI Spice Model (Rev. C)
OPA4322	Quad, 5.5-V, 20-MHz, 65-mA output current, low noise (8.5-nV/√Hz), RRIO operational amplifier	ACTIVE	SBOMAQ2	OPA322S TINA-TI Model
OPA4322-Q1	Automotive-grade, quad, 5.5-V, 20-MHz, 65-mA output current, low noise (8.5-nV/√Hz), RRIO op amp	ACTIVE	SBOMBW7	OPAx322-Q1 TINA-TI Spice Model
OPA4325	Low noise (10nV/rtHz), wide bandwidth (10MHz), low power (0.65mA), quad zero crossover op amp	ACTIVE	SBOMA80B	OPAx325 TINA-TI Spice Model (Rev. B)
OPA4330	Quad, 1.8-V, 35-µA, micropower, precision, zero drift CMOS op amp	ACTIVE	SBOM393C	OPA330 TINA-TI Spice Model (Rev. C)
OPA4336	Quad Single-Supply, MicroPower CMOS Operational Amplifiers MicroAmplifier&trade; Series	ACTIVE	SBOM871A	OPA336 TINA-TI Spice Model (Rev. A)
OPA4336	Quad Single-Supply, MicroPower CMOS Operational Amplifiers MicroAmplifier&trade; Series	ACTIVE	SBOM871B	OPA336 TINA-TI Spice Model (Rev. B)
OPA4340	Quad, single-supply, rail-to-rail, low power operational amplifier	ACTIVE	SBOM579	OPA4340 TINA-TI Spice Model
OPA4342	Quad, 5.5-V, 1-MHz, low bias current (0.2-pA), RRIO operational amplifier	ACTIVE	SBOM584	OPA4342 TINA-TI Spice Model
OPA4343	Quad, 5.5-V, 5.5-MHz, RRIO operational amplifier	ACTIVE	SBOM587	OPA4343 TINA-TI Spice Model
OPA4345	Quad, 5.5-V, 3-MHz, 1-mV offset, RRIO operational amplifier	ACTIVE	SBOM716	OPA4345 TINA-TI Spice Model
OPA4347	Quad, 5.5-V, 350-kHz, low quiescent current (20-μA), RRIO operational amplifier	ACTIVE	SBOM278B	OPA4347 TINA-TI Spice Model (Rev. B)
OPA4348	Quad, 5.5-V, 1-MHz, low quiescent current (45-μA), RRIO operational amplifier	ACTIVE	SBOM279A	OPAy348 Family TINA-TI Spice Model (Rev. A)
OPA4348-Q1	Automotive-grade, quad, 5.5-V, 1-MHz, low quiescent current (45-μA), RRIO operational amplifier	ACTIVE	SBOM279A	OPAy348 Family TINA-TI Spice Model (Rev. A)
OPA4350	Quad, single-supply, rail-to-rail, high speed, low noise operational amplifier	ACTIVE	SBOM280E	OPAx350 TINA-TI Spice Model (Rev. E)
OPA4350-DIE	High-Speed, Single-Supply, Rail-to-Rail Operational Amplifiers MicroAmplifier&trade; Series	ACTIVE	SBOM280E	OPAx350 TINA-TI Spice Model (Rev. E)
OPA4353	Quad, 5.5-V, 44-MHz, low noise (7-nV/√Hz) operational amplifier	ACTIVE	SBOM281B	OPA4353 Family TINA-TI Spice Model (Rev. B)
OPA4354	250 MHz, rail-to-rail I/O, CMOS quad operational amplifier	ACTIVE	SBOM621	OPA4354 TINA-TI Spice Model
OPA4354-Q1	Automotive, 250MHz, Rail-to-Rail I/O, CMOS Quad Operational Amplifier	ACTIVE	SBOM621	OPA4354 TINA-TI Spice Model
OPA4364	Quad, 5.5-V, 7-MHz, RRIO operational amplifier	ACTIVE	SBOM286	OPA364 TINA-TI Spice Model
OPA4364-Q1	Automotive-grade, quad, 5.5-V, 7-MHz, RRIO operational amplifier	ACTIVE	SBOM286	OPA364 TINA-TI Spice Model
OPA4374	Quad, 5.5-V, 6.5-MHz, RRIO operational amplifier	ACTIVE	SBOM562	OPA4374 TINA-TI Spice Model
OPA4376	Quad precision, low-noise, low quiescent current operational amplifier	ACTIVE	SBOM309E	OPAx376 TINA-TI Spice Model (Rev. E)
OPA4376-Q1	Automotive-Qualified Precision Op Amp With E-Trim, Low Quiescent Current and Low Noise	ACTIVE	SBOM309E	OPAx376 TINA-TI Spice Model (Rev. E)
OPA4377	Quad low-cost, low-noise, 5.5-MHz CMOS operational amplifier	ACTIVE	SBOM675	OPA4377 TINA-TI Spice Model
OPA4379	Quad, 5.5-V, 90-kHz, low quiescent current (2.9-μA), RRIO operational amplifier	ACTIVE	SBOM565	OPA4379 TINA-TI Spice Model
OPA4387	Ultra-high precision (2 μV), zero-drift (0.003 μV/C), low-input-bias-current op amp (quad)	PREVIEW	SBOMBJ1A	OPAx387 TINA-TI Spice Model (Rev. A)
OPA4388	Quad, 10-MHz, CMOS, zero-drift, zero-crossover, true RRIO precision operational amplifier	ACTIVE	SBOMAZ7	OPA4388 TINA-TI SPICE MODEL
OPA445	High Voltage FET-Input Operational Amplifier	ACTIVE	SBOC212B	OPA445 TINA-TI Spice Model (Rev. B)
OPA452	80-V, 50-mA, unity-gain stable with a BW of 1.8-MHz operational amplifiers	ACTIVE	SBOC213B	OPA452 TINA-TI Spice Model (Rev. B)
OPA453	80-V, 50-mA optimized for gains greater than 5 with a BW of 7.5-MHz operational amplifiers	ACTIVE	SBOC214B	OPA453 TINA-TI Spice Model (Rev. B)
OPA454	High voltage (100 V), high-current (50 mA) operational amplifiers, g=1 stable	ACTIVE	SBOM311A	OPA454 TINA-TI Spice Model (Rev. A)
OPA455	150-V, wide bandwidth 6.5-MHz, high-slew rate 32-V/µs unity-gain stable op amp	ACTIVE	SBOMB80A	OPA455 TINA-TI Spice Model (Rev. A)
OPA462	180-V, wide bandwidth (6.5 MHz), high-slew rate (25 V/µs) unity-gain stable op amp	ACTIVE	SBOMAV7C	OPA462 TINA-TI Spice Model (Rev. C)
OPA4684	Quad, Low-Power, Current Feedback Operational Amplifier	ACTIVE	SBOM589	OPA4684 TINA-TI Spice Model
OPA4703	Quad, 12-V, 1-MHz, low-offset operational amplifier	ACTIVE	SBOM567	OPA4703 TINA-TI Spice Model
OPA4704	Quad, 12-V, 3-MHz operational amplifier	ACTIVE	SBOM570	OPA4704 TINA-TI Spice Model
OPA4743	Quad, 12-V, 7-MHz operational amplifier	ACTIVE	SBOM574	OPA4743 TINA-TI Spice Model
OPA4820	Quad, Unity-Gain, Low-Noise, Voltage-Feedback Operational Amplifier	ACTIVE	SBOM577	OPA4820 TINA-TI Spice Model
OPA4830	Quad, Low-Power, Single-Supply, Wideband Operational Amplifier	ACTIVE	SBOMA52	OPA4830 TINA-TI Spice Model
OPA4872	12V, 500MHz high-speed op amp with 4:1 high-speed multiplexer	ACTIVE	SBOM360	OPA4872 TINA-TI Spice Model
OPA4990	Quad, 40-V, 1.1-MHz, low-power operational amplifier	ACTIVE	SBOMAN9A	OPA2990 TINA-TI SPICE Model (Rev. A)
OPA4991	Quad, 40-V, 4.5-MHz, low-power operational amplifier	ACTIVE	SBOMB48	OPA2991 TINA-TI SPICE Model
OPA4991-Q1	Automotive-grade, quad, 40-V, 4.5-MHz, low-power operational amplifier	ACTIVE	SBOMB48	OPA2991 TINA-TI SPICE Model
OPA521	2.5A Narrowband line driver	ACTIVE	SBOMAM8A	OPA521 TINA-TI Spice Model (Rev. A)
OPA541	High Power Monolithic Operational Amplifier	ACTIVE	SBOM718	OPA541 TINA-TI Spice Model
OPA544	High-Current (4A Typ), High-Voltage, Operational Amplifier	ACTIVE	SBOM189B	OPA544 TINA-TI Spice Model (Rev. B)
OPA547	High-Voltage, High-Current Op Amp with shutdown capability	ACTIVE	SBOM190A	OPA547 TINA-TI Spice Model (Rev. A)
OPA548	High-voltage, high-current, wide-output-voltage-swing power operational amplifier	ACTIVE	SBOM191B	OPA548 TINA-TI Spice Model (Rev. B)
OPA549	High-Voltage, High-Current Op Amp, Excellent Output Swing	ACTIVE	SBOM288A	OPA549 TINA-TI Spice Model (Rev. A)
OPA551	High-current (380mA Typ), high-voltage (60V), operational amplifier	ACTIVE	SBOM289A	OPA551 TINA-TI Spice Model (Rev. A)
OPA552	High-current (380mA typ), high-voltage (60V), wide bandwidth (12MHz), operational amplifier	ACTIVE	SBOM290A	OPA552 TINA-TI Spice Model (Rev. A)
OPA564	1.5A, 24V, 17MHz, Power Operational Amplifier	ACTIVE	SBOM402A	OPA564 TINA-TI Spice Model (Rev. A)
OPA564	1.5A, 24V, 17MHz, Power Operational Amplifier	ACTIVE	SBOM841	TINA Simulation Schematic - Two-node PLC System
OPA564-Q1	Automotive 1.5A, 24V, 17MHz, Power Operational Amplifier	ACTIVE	SBOM402A	OPA564 TINA-TI Spice Model (Rev. A)
OPA567	Rail-to-Rail I/O, 2A Power Amplifier	ACTIVE	SBOM183A	OPA567 TINA-TI Spice Model (Rev. A)
OPA569	Power Op Amp, Output Signal Swings Within 200mV of Rails at 2A Output Current	ACTIVE	SBOM355A	OPA569 TINA-TI Spice Model (Rev. A)
OPA602	High-Speed Precision Difet&reg; Operational Amplifier	ACTIVE	SBOM192A	OPA602 TINA-TI Spice Model (Rev. A)
OPA604	FET-Input, Audio Operational Amplifier	ACTIVE	SBOC218A	OPA604 TINA-TI Spice Model (Rev. A)
OPA606	Single, 30-V, 13-MHz operational amplifier	ACTIVE	SBOM193A	OPA606 TINA-TI Spice Model (Rev. A)
OPA625	High Bandwidth, High Precision, Low Noise & Distortion Amplifier SAR ADC Driver with Power Scaling	ACTIVE	SBOM935A	OPA625 TINA-TI Spice Model (Rev. A)
OPA627	55V/µS, High-Speed, 0.8µV/˚C Drift Max, Precision Operational Amplifier	ACTIVE	SBOC118B	OPA627 TINA-TI Spice Model (Rev. B)
OPA627-DIE	OPA627-DIE Precision High-Speed Difet Operational Amplifier	ACTIVE	SBOC118B	OPA627 TINA-TI Spice Model (Rev. B)
OPA633	High Speed Buffer Amplifier	ACTIVE	SBJM018	OPA633 TINA-TI Spice Model
OPA637	Precision High-Speed Difet&reg; Operational Amplifiers	ACTIVE	SBOM194A	OPA637 TINA-TI Spice Model (Rev. A)
OPA653	500MHz, Fixed Gain of +2V/V, JFET input amplifier	ACTIVE	SBOM353	OPA653 TINA-TI Spice Model
OPA656	Wideband, Unity Gain Stable FET-Input Operational Amplifier	ACTIVE	SBOM195B	OPA656 TINA-TI Spice Model (Rev. B)
OPA657	1.6GHz, Low Noise, FET-Input Operational Amplifier	ACTIVE	SBOM196B	OPA657 TINA-TI Spice Model (Rev. B)
OPA659	650MHz unity gain stable JFET input amplifier	ACTIVE	SBOM348B	OPA659 TINA-TI Spice Model (Rev. B)
OPA683	Very Low Power Current Feedback Amplifier with Disable	ACTIVE	SBOM197A	OPA683 TINA-TI Spice Model (Rev. A)
OPA684	Low-Power, Current Feedback Operational Amplifier With Disable	ACTIVE	SBOM198A	OPA684 TINA-TI Spice Model (Rev. A)
OPA690	Wideband, Voltage Feedback Operational Amplifier With Disable	ACTIVE	SBOM167B	OPA690 TINA-TI Spice Model (Rev. B)
OPA691	Wideband Current Feedback Operational Amplifier with Disable	ACTIVE	SBOM303A	OPA691 TINA-TI Spice Model (Rev. A)
OPA692	Wideband, Fixed Gain Buffer Amplifier with Disable	ACTIVE	SBOM168A	OPA692 TINA-TI Spice Model (Rev. A)
OPA693	Ultra-Wideband, Fixed Gain Video Buffer Amplifier with Disable	ACTIVE	SBOM982	OPA693 TINA-TI Spice Model
OPA694	WideBand, Low-Power, Current Feedback Amplifier	ACTIVE	SBOM445A	OPAy694 Family TINA-TI Spice Model (Rev. A)
OPA695	Ultra-Wideband, Current-Feedback Operational Amplifier with Disable	ACTIVE	SBOM387	OPAy695 TINA-TI Spice Model
OPA703	Single, 12-V, 1-MHz, low-offset operational amplifier	ACTIVE	SBOM169A	OPA703 TINA-TI Spice Model (Rev. A)
OPA704	Single, 12-V, 3-MHz operational amplifier	ACTIVE	SBOM170B	OPA704 TINA-TI Spice Model (Rev. B)
OPA725	Single, 12-V, 20-MHz operational amplifier	ACTIVE	SBOM171B	OPA725 TINA-TI Spice Model (Rev. B)
OPA726	Single, 12-V, 20-MHz operational amplifier with shutdown	ACTIVE	SBOM172B	OPA726 TINA-TI Spice Model (Rev. B)
OPA727	Single high precision, low noise operational amplifiers	ACTIVE	SBOM164B	OPA727 TINA-TI Spice Model (Rev. B)
OPA728	20-MHz, 2.5-fA/√Hz noise, high precision operational amplifiers	ACTIVE	SBOM163A	OPA728 TINA-TI Spice Model (Rev. A)
OPA734	Single 0.05-uV/degC (max) single-supply CMOS op amp, zero-drift series with shutdown	ACTIVE	SBOM174C	OPA735 TINA-TI Spice Model (Rev. C)
OPA734	Single 0.05-uV/degC (max) single-supply CMOS op amp, zero-drift series with shutdown	ACTIVE	SBOM174D	OPA735 TINA-TI Spice Model (Rev. D)
OPA735	Single 0.05uV/degC (max) single-supply CMOS operational amplifier, zero-drift series	ACTIVE	SBOM174C	OPA735 TINA-TI Spice Model (Rev. C)
OPA735	Single 0.05uV/degC (max) single-supply CMOS operational amplifier, zero-drift series	ACTIVE	SBOM174D	OPA735 TINA-TI Spice Model (Rev. D)
OPA743	Single, 12-V, 7-MHz operational amplifier	ACTIVE	SBOM175A	OPA743 TINA-TI Spice Model (Rev. A)
OPA810	Single Channel, High Performance, 27 V, 140 MHz, RRIO FET Input Op Amp	ACTIVE	SBOMB00B	TINA-TI Reference Circuit  (Rev. B)
OPA818	2.7-GHz, 13-V, decompensated 7-V/V, FET-input operational amplifier	ACTIVE	SBOMAZ1A	OPA818 TINA-TI Spice Model (Rev. A)
OPA820	Unity gain stable, low-noise, voltage feedback operational amplifier	ACTIVE	SBOM176	OPA820 TINA-TI Spice Model
OPA820-HT	High Temp Unity-Gain Stable, Low Noise, Voltage-Feedback Operational Amplifier .	ACTIVE	SBOM742	OPA820-HT TINA-TI Spice Model
OPA827	Low-noise, high-precision, JFET-input operational amplifier	ACTIVE	SBOM312C	OPA827 TINA-TI Spice Model (Rev. C)
OPA828	High-speed (45 MHz and 150V/μs), 36-Volt, low-noise (4 nV/√Hz) RRO JFET operational amplifier	ACTIVE	SBOMAI9C	OPAx828 TINA-TI SPICE Model (Rev. C)
OPA832	Low-Power, Single-Supply, Fixed-Gain Video Buffer Amplifier	ACTIVE	SBOMA40	OPA832 TINA-TI Spice Model
OPA835	Ultra Low Power, Rail to Rail Out, Negative Rail In, VFB Amplifier	ACTIVE	SLOM222C	OPA835 TINA-TI Spice Model (Rev. C)
OPA836	Very Low Power, Rail to Rail out, Negative Rail in, VFB Op Amp	ACTIVE	SLOM219A	OPA836 TINA-TI Spice Model (Rev. A)
OPA837	Low Power, Precision, 105 MHz, Voltage Feedback Op Amp	ACTIVE	SBOMAH2B	OPA837 TINA-TI Spice Model (Rev. B)
OPA838	1-mA, 300-MHz Gain Bandwidth, Voltage-Feedback Op Amp	ACTIVE	SBOMAE6A	OPA838 TINA-TI Spice Model (Rev. A)
OPA842	Wideband, Low Distortion, Unity Gain Stable, Voltage Feedback Operational Amplifier	ACTIVE	SBOM177	OPA842 TINA-TI Spice Model
OPA843	Wideband, Low Distortion, Medium Gain, Voltage Feedback Operational Amplifier	ACTIVE	SBOM178A	OPA843 TINA-TI Spice Model (Rev. A)
OPA846	Wideband, Low Noise, Voltage Feedback Operational Amplifier	ACTIVE	SBOM179A	OPA846 TINA-TI Spice Model (Rev. A)
OPA847	Wideband, ultra-low noise, voltage feedback operational amplifier with shutdown	ACTIVE	SBOM180A	OPA847 TINA-TI Spice Model (Rev. A)
OPA855	8 GHz Gain Bandwidth Product, Decompensated Transimpedance Amplifier with Bipolar Input	ACTIVE	SBOMAP6B	OPA855 TINA-TI Spice Model (Rev. B)
OPA857	Ultralow-Noise, Wideband, Pseudo-Differential Output Transimpedance Amplifier	ACTIVE	SBOM864A	OPA857 TINA-TI Spice Model (Rev. A)
OPA858	5.5 GHz Gain Bandwidth Product, Decompensated Transimpedance Amplifier with FET Input	ACTIVE	SBOMAM4B	OPA858 TINA-TI Spice Model (Rev. B)
OPA859	1.8 GHz Unity-Gain Bandwidth, 3.3 nV/√Hz, FET Input Amplifier	ACTIVE	SBOMAS2	OPA859 TINA-TI Spice Model
OPA862	12.6V, Low-noise, single-ended-to-differential, high input impedance amplifier	ACTIVE	SBOMAZ9C	OPA862 TINA-TI Spice Model (Rev. C)
OPA890	Low Power, Wideband, Voltage Feedback Operational Amplifier with Disable	ACTIVE	SBOM839	OPA890 TINA-TI Spice Model
OPA990	Single, 40-V, 1.1-MHz, low-power operational amplifier	ACTIVE	SBOMAN9A	OPA2990 TINA-TI SPICE Model (Rev. A)
OPA991	Single, 40-V, 4.5-MHz, low-power operational amplifier	ACTIVE	SBOMB48	OPA2991 TINA-TI SPICE Model
OPA991-Q1	Automotive 1-channel, 40-V rail-to-rail input/output, low offset voltage, low-noise op amp	ACTIVE	SBOMB48	OPA2991 TINA-TI SPICE Model
PGA206	5-MHz, 100-pA bias current, FET input programmable gain (g=1,2,4,8) instrumentation amplifier	ACTIVE	SBOM291B	PGA206 TINA-TI Spice Model (Rev. B)
PGA207	5-MHz, 100-pA bias current, FET input programmable gain (g=1,2,5,10) instrumentation amplifier	ACTIVE	SBOM292B	PGA207 TINA-TI SPICE Model (Rev. B)
PGA281	Zero-Drift, High Voltage Programmable Gain Amplifier	ACTIVE	SBOM818	PGA281 TINA-TI Spice Model
PGA300	PGA300 Signal Conditioner and Transmitter for Pressure Sensors	ACTIVE	SLDM006	PGA900 TINA-TI Spice Model
PGA870	High-Speed Fully Differential Programmable Gain Amplifier	ACTIVE	SLOM169	PGA870 TINA-TI Spice Model
PGA900	Programmable resistive sensing conditioner with digital and analog outputs	ACTIVE	SLDM006	PGA900 TINA-TI Spice Model
REF2025	8-ppm/°C drift, low-power, dual-output Vref & Vref/2 voltage reference	ACTIVE	SBOM895	REF2025 TINA-TI Spice Model
REF2030	3-V Vref, low-drift, low-power, dual-output Vref & Vref/2 voltage reference	ACTIVE	SBOM897	REF2030 TINA-TI Spice Model
REF2033	3.3-V Vref, low-drift, low-power, dual-output Vref & Vref/2 voltage reference	ACTIVE	SBOM902	REF2033 TINA-TI Spice Model
REF2041	4.1-V Vref, low-drift, low-power, dual-output Vref & Vref/2 voltage reference	ACTIVE	SBOM905	REF2041 TINA-TI Spice Model
REF2912	1.25-V, 100-ppm/°C, 50-µA in 3-pin SOT-23 package series (bandgap) voltage reference	ACTIVE	SBVM714	REF2912 TINA-TI Spice Model
REF2920	2.048-V, 100-ppm/°C, 50-µA in 3-pin SOT-23 package series (bandgap) voltage reference	ACTIVE	SBVM716	REF2920 TINA-TI Spice Model
REF2925	2.5-V, 100-ppm/°C, 50-µA in 3-pin SOT-23 package series (bandgap) voltage reference	ACTIVE	SBVM718	REF2925 TINA-TI Spice Model
REF2930	3-V, 100-ppm/°C, 50-µA in 3-pin SOT-23 package series (bandgap) voltage reference	ACTIVE	SBVM719	REF2930 TINA-TI Spice Model
REF2933	3.3-V, 100-ppm/°C, 50-µA in 3-pin SOT-23 package series (bandgap) voltage reference	ACTIVE	SBVM721	REF2933 TINA-TI Spice Model
REF2940	4.096-V, 100-ppm/°C, 50-µA in 3-pin SOT-23 package series (bandgap) voltage reference	ACTIVE	SBVM723	REF2940 TINA-TI Spice Model
REF3012	1.25-V, 50-ppm/°C, 50-µA in 3-pin SOT-23 package series (bandgap) voltage reference	ACTIVE	SBVM757	REF3012 TINA-TI Spice Model
REF3020	2.048-V, 50-ppm/°C, 50-µA in 3-pin SOT-23 package series (bandgap) voltage reference	ACTIVE	SBVM736A	REF3020 TINA-TI Spice Model (Rev. A)
REF3025	2.5-V, 50-ppm/°C, 50-µA in 3-pin SOT-23 package series (bandgap) voltage reference	ACTIVE	SBVM727A	REF3025 TINA-TI Spice Model (Rev. A)
REF3030	3-V, 50-ppm/°C, 50-µA in 3-pin SOT-23 package series (bandgap) voltage reference	ACTIVE	SBVM732	REF3030 TINA-TI Spice Model
REF3033	3.3-V, 50-ppm/°C, 50-µA in 3-pin SOT-23 package series (bandgap) voltage reference	ACTIVE	SBVM733	REF3033 TINA-TI Spice Model
REF3040	4.096-V, 50-ppm/°C, 50-µA in 3-pin SOT-23 package series (bandgap) voltage reference	ACTIVE	SBVM730	REF3040 TINA-TI Spice Model
REF3120	2-V, 20-ppm/°C max, 100-µA, 3-pin SOT-23 series voltage reference	ACTIVE	SBVM005	REF3120 TINA-TI Spice Model
REF3212	1.25-V 4ppm/°C, 100-µA, 6-pin SOT-23 series (bandgap) voltage reference	ACTIVE	SBVM007A	REF3212 TINA-TI Spice Model (Rev. A)
REF3220	2.048 4ppm/°C, 100-µA, 6-pin SOT-23 series (bandgap) voltage reference	ACTIVE	SBVM008A	REF3220 TINA-TI Spice Model (Rev. A)
REF3230	3-V 4-ppm/°C, 100-µA 6-pin SOT-23 series (bandgap) voltage reference	NRND	SBVM010A	REF3230 TINA-TI Spice Model (Rev. A)
REF3233	3.3-V 4-ppm/°C, 100-µA 6-pin SOT-23 series (bandgap) voltage reference	NRND	SBVM011A	REF3233 TINA-TI Spice Model (Rev. A)
REF3240	4.096-V 4-ppm/°C, 100-µA 6-pin SOT-23 series (bandgap) voltage reference	NRND	SBVM006A	REF3240 TINA-TI Spice Model (Rev. A)
REF3312	1.25-V, 30-ppm/°C drift, 3.9-µA, 3-pin SOT-23, 3-pin SC70, 8-pin UQFN voltage reference	ACTIVE	SBOM232A	REF3312 TINA-TI Spice Model (Rev. A)
REF3318	1.8-V, 30-ppm/°C drift, 3.9-µA, 3-pin SOT-23, 3-pin SC70, 8-pin UQFN voltage reference	ACTIVE	SBOM235A	REF3318 TINA-TI Spice Model (Rev. A)
