Generic Part Number	Device Description	Marketing Status	Literature Number	Literature Description
LM2842-Q1	SIMPLE SWITCHER&reg; 4.5V to 42V, 0.6A Step-Down Regulator in Thin SOT-23	ACTIVE	SNVM323	LM2842X-Q1 PSpice Transient Model
LM2842-Q1	SIMPLE SWITCHER&reg; 4.5V to 42V, 0.6A Step-Down Regulator in Thin SOT-23	ACTIVE	SNVM324	LM2842Y-Q1 PSpice Transient Model
LM2842-Q1	SIMPLE SWITCHER&reg; 4.5V to 42V, 0.6A Step-Down Regulator in Thin SOT-23	ACTIVE	SNVM902	LM2842X-Q1 Unencrypted PSpice Transient Model
LM2842-Q1	SIMPLE SWITCHER&reg; 4.5V to 42V, 0.6A Step-Down Regulator in Thin SOT-23	ACTIVE	SNVM903	LM2842Y-Q1 Unencrypted PSpice Transient Model
LM285-ADJ	Adjustable, 85°C, micropower voltage reference	ACTIVE	SNVMAB7	LM385-ADJ PSpice Transient Model
LM285-ADJ	Adjustable, 85°C, micropower voltage reference	ACTIVE	SNVMB82	LM385-ADJ Unencrypted PSpice Transient Model
LM2852	2A 500/1500kHz Synchronous Buck Regulator	ACTIVE	SNVM091	LM2852X PSpice Average Model
LM2852	2A 500/1500kHz Synchronous Buck Regulator	ACTIVE	SNVM099	LM2852X PSpice Transient Model
LM2852	2A 500/1500kHz Synchronous Buck Regulator	ACTIVE	SNVM235	LM2852Y PSpice Average Model
LM2852	2A 500/1500kHz Synchronous Buck Regulator	ACTIVE	SNVM236	LM2852Y PSpice Transient Model
LM2852	2A 500/1500kHz Synchronous Buck Regulator	ACTIVE	SNVM909	LM2852X Unencrypted PSpice Average Model
LM2852	2A 500/1500kHz Synchronous Buck Regulator	ACTIVE	SNVM910	LM2852Y Unencrypted PSpice Average Model
LM2852	2A 500/1500kHz Synchronous Buck Regulator	ACTIVE	SNVM911	LM2852Y Unencrypted PSpice Transient Model
LM2852	2A 500/1500kHz Synchronous Buck Regulator	ACTIVE	SNVM912	LM2852X Unencrypted PSpice Transient Model
LM2853	3A 550 kHz Synchronous Buck Regulator	ACTIVE	SNVM263	LM2853 PSpice Average Model
LM2853	3A 550 kHz Synchronous Buck Regulator	ACTIVE	SNVM264	LM2853 PSpice Transient Model
LM2853	3A 550 kHz Synchronous Buck Regulator	ACTIVE	SNVM913	LM2853 Unencrypted PSpice Average Model
LM2853	3A 550 kHz Synchronous Buck Regulator	ACTIVE	SNVM914	LM2853 Unencrypted PSpice Transient Model
LM2854	4A 500 kHz / 1 MHz  Synchronous Buck Regulator	ACTIVE	SNVM265	LM2854Y PSpice Average Model
LM2854	4A 500 kHz / 1 MHz  Synchronous Buck Regulator	ACTIVE	SNVM266	LM2854X PSpice Transient Model
LM2854	4A 500 kHz / 1 MHz  Synchronous Buck Regulator	ACTIVE	SNVM267	LM2854Y PSpice Transient Model
LM2854	4A 500 kHz / 1 MHz  Synchronous Buck Regulator	ACTIVE	SNVM268	LM2854X PSpice Average Model
LM2854	4A 500 kHz / 1 MHz  Synchronous Buck Regulator	ACTIVE	SNVM915	LM2854X Unencrypted PSpice Average Model
LM2854	4A 500 kHz / 1 MHz  Synchronous Buck Regulator	ACTIVE	SNVM916	LM2854Y Unencrypted PSpice Transient Model
LM2854	4A 500 kHz / 1 MHz  Synchronous Buck Regulator	ACTIVE	SNVM917	LM2854X Unencrypted PSpice Transient Model
LM2854	4A 500 kHz / 1 MHz  Synchronous Buck Regulator	ACTIVE	SNVM918	LM2854Y Unencrypted PSpice Average Model
LM2876	High-Performance 40 Watt Audio Power Amplifier w/Mute	ACTIVE	SNAM085A	LM2876 Unencrypted PSpice Model Package (Rev. A)
LM2901	30-V quad differential comparator	ACTIVE	SLCJ010B	LM2901 PSpice Model (Rev. B)
LM2901-Q1	Automotive Catalog Quad Differential Comparator	ACTIVE	SLCJ010B	LM2901 PSpice Model (Rev. B)
LM2902	Quad, 26-V, 1.2-MHz operational amplifier	ACTIVE	SGLM009B	LMx24_LM2902 PSpice Model (Rev. B)
LM2902-EP	HiRel Enhanced Product, quad, 26-V, 1.2-MHz operational amplifier	ACTIVE	SGLM009B	LMx24_LM2902 PSpice Model (Rev. B)
LM2902-N	Quad, 26-V, 1-MHz op amp	ACTIVE	SGLM009B	LMx24_LM2902 PSpice Model (Rev. B)
LM2902-Q1	Automotive-grade, quad, 26-V, 1.2-MHz operational amplifier	ACTIVE	SGLM009B	LMx24_LM2902 PSpice Model (Rev. B)
LM2902K	Quad, 26-V, 1.2-MHz, improved ESD (2kV) operational amplifier	ACTIVE	SGLM009B	LMx24_LM2902 PSpice Model (Rev. B)
LM2902KAV	Quad, 30-V, 1.2-MHz, 2-mV offset voltage, improved ESD (2kV) operational amplifier	ACTIVE	SGLM038	LMx24B_LM2902B PSPICE Model
LM2902KV	Quad, 30-V, 1.2-MHz, improved ESD (2kV) operational amplifier with -40°C to 125°C operation	ACTIVE	SGLM009B	LMx24_LM2902 PSpice Model (Rev. B)
LM2902LV	Quad, 5.5-V, 1-MHz, 3-mV offset voltage op amp	ACTIVE	SBOMBV0	LM2904LV PSpice Model
LM2902LV-Q1	Automotive-grade, quad, 5.5-V, 1-MHz, 3-mV offset voltage op amp	ACTIVE	SBOMBV0	LM2904LV PSpice Model
LM2903	Dual differential comparator	ACTIVE	SLCJ011B	LM2903B PSpice Model (Rev. B)
LM2903-Q1	AEC-Q100, Grade 0 and 1, Automotive High Voltage Dual Differential Comparator	ACTIVE	SLCJ011B	LM2903B PSpice Model (Rev. B)
LM2903B	Dual industrial grade standard comparator	ACTIVE	SLCJ011B	LM2903B PSpice Model (Rev. B)
LM2903B-Q1	Automotive qualified dual differential commodity comparator	ACTIVE	SLCJ011B	LM2903B PSpice Model (Rev. B)
LM2904	Dual, 26-V, 700-kHz operational amplifier	ACTIVE	SNOM268B	LMx58_LM2904 PSpice Model (Rev. B)
LM2904-N	Dual, 26-V, 1-MHz op amp	ACTIVE	SNOM268B	LMx58_LM2904 PSpice Model (Rev. B)
LM2904-Q1	Automotive-grade, dual, 26-V, 700-kHz operational amplifier	ACTIVE	SNOM268B	LMx58_LM2904 PSpice Model (Rev. B)
LM2904B	Dual, 36-V, 1.2-MHz operational amplifier with -40°C to 125°C operation	ACTIVE	SLOM472C	LMx58B_LM2904B PSpice Model (Rev. C)
LM2904B-Q1	Automotive-grade, dual, 36-V, 1.2-MHz operational amplifier with -40°C to 125°C operation	ACTIVE	SLOM472C	LMx58B_LM2904B PSpice Model (Rev. C)
LM2904BA	Dual, 36-V, 1.2-MHz, 2-mV offset voltage operational amplifier with -40°C to 125°C operation	ACTIVE	SLOM475B	LMx58BA_LM2904BA PSpice Model (Rev. B)
LM2904LV	Dual, 5.5-V, 1-MHz, 3-mV offset voltage operational amplifier	ACTIVE	SBOMBV0	LM2904LV PSpice Model
LM2904LV-Q1	Automotive-grade, dual, 5.5-V, 1-MHz, 3-mV offset voltage operational amplifier	ACTIVE	SBOMBV0	LM2904LV PSpice Model
LM2904V	Dual, 30-V, 700-kHz operational amplifier with -40°C to 125°C operation	ACTIVE	SNOM268B	LMx58_LM2904 PSpice Model (Rev. B)
LM293	Dual differential comparator, industrial grade	ACTIVE	SLCJ008	LM293 PSpice Model
LM2936	50-mA, 60-V, low-IQ, low-dropout voltage regulator with reverse voltage protection	ACTIVE	SNOM623	LM2936Q Unencrypted PSpice Model
LM2936	50-mA, 60-V, low-IQ, low-dropout voltage regulator with reverse voltage protection	ACTIVE	SNVM347A	LM2936Q PSpice Model (Rev. A)
LM2936Q-Q1	Automotive 50-mA, off-battery (60-V), low-dropout voltage regulator with reverse voltage protection	ACTIVE	SNOM623	LM2936Q Unencrypted PSpice Model
LM2936Q-Q1	Automotive 50-mA, off-battery (60-V), low-dropout voltage regulator with reverse voltage protection	ACTIVE	SNVM347A	LM2936Q PSpice Model (Rev. A)
LM2936Q-Q1	Automotive 50-mA, off-battery (60-V), low-dropout voltage regulator with reverse voltage protection	ACTIVE	SNVMAQ0A	LM2936QBM_5P0 Unencrypted PSpice Transient Model (Rev. A)
LM2936Q-Q1	Automotive 50-mA, off-battery (60-V), low-dropout voltage regulator with reverse voltage protection	ACTIVE	SNVMAQ1	LM2936QBM_5P0 PSpice Transient Model
LM293A	Dual precision standard comparator, extended temperature	ACTIVE	SLCJ009	LM293A PSpice Model
LM2940-N	1-A, 26-V, high-PSRR, low-dropout voltage regulator	ACTIVE	SLVMAN3	LM2940-N 5.0V PSPice Transient Model
LM2940-N	1-A, 26-V, high-PSRR, low-dropout voltage regulator	ACTIVE	SLVMAN4	LM2940-N 8.0V PSPice Transient Model
LM2940-N	1-A, 26-V, high-PSRR, low-dropout voltage regulator	ACTIVE	SLVMAN5	LM2940-N 9.0V PSPice Transient Model
LM2940-N	1-A, 26-V, high-PSRR, low-dropout voltage regulator	ACTIVE	SLVMAN6	LM2940-N 12.0V PSPice Transient Model
LM2940-N	1-A, 26-V, high-PSRR, low-dropout voltage regulator	ACTIVE	SLVMAN7	LM2940-N 10.0V PSPice Transient Model
LM2940-N	1-A, 26-V, high-PSRR, low-dropout voltage regulator	ACTIVE	SNVM817	LM2940-N 15.0V PSpice Transient Model
LM2940-N	1-A, 26-V, high-PSRR, low-dropout voltage regulator	ACTIVE	SNVMA75	LM2940-N 15.0V Unencrypted PSpice Transient Model
LM2940-N	1-A, 26-V, high-PSRR, low-dropout voltage regulator	ACTIVE	SNVMA76	LM2940-N 9.0V Unencrypted PSpice Transient Model
LM2940-N	1-A, 26-V, high-PSRR, low-dropout voltage regulator	ACTIVE	SNVMA77	LM2940-N 10.0V Unencrypted PSpice Transient Model
LM2940-N	1-A, 26-V, high-PSRR, low-dropout voltage regulator	ACTIVE	SNVMA78	LM2940-N 12.0V Unencrypted PSpice Transient Model
LM2940-N	1-A, 26-V, high-PSRR, low-dropout voltage regulator	ACTIVE	SNVMA79	LM2940-N 5.0V Unencrypted PSpice Transient Model
LM2940-N	1-A, 26-V, high-PSRR, low-dropout voltage regulator	ACTIVE	SNVMA80	LM2940-N 8.0V Unencrypted PSpice Transient Model
LM2941	1-A, 26-V, high-PSRR, adjustable low-dropout voltage regulator with enable from -40°C to +125°C	ACTIVE	SNVM602A	LM2941 PSpice Transient Model (Rev. A)
LM2941	1-A, 26-V, high-PSRR, adjustable low-dropout voltage regulator with enable from -40°C to +125°C	ACTIVE	SNVMAB1	LM2941 Unencrypted PSpice Transient Model
LM3017	High Efficiency Low-Side Controller with True Shutdown	ACTIVE	SNOM459	LM3017 PSpice Transient Model
LM3017	High Efficiency Low-Side Controller with True Shutdown	ACTIVE	SNOM573	LM3017 Unencrypted PSpice Transient Model
LM3100	Synchronous 1MHz 1.5A Step-Down Voltage Regulator	ACTIVE	SNVM145	LM3100 PSpice Transient Model
LM3100	Synchronous 1MHz 1.5A Step-Down Voltage Regulator	ACTIVE	SNVM919	LM3100 Unencrypted PSpice Transient Model
LM3102	Synchronous 1MHz 2.5A Step-Down Voltage  Regulator	ACTIVE	SNVM096	LM3102 PSpice Transient Model
LM3102	Synchronous 1MHz 2.5A Step-Down Voltage  Regulator	ACTIVE	SNVM920	LM3102 Unencrypted PSpice Transient Model
LM3102-Q1	Synchronous 1MHz 2.5A Step-Down Voltage  Regulator	ACTIVE	SNVM096	LM3102 PSpice Transient Model
LM3102-Q1	Synchronous 1MHz 2.5A Step-Down Voltage  Regulator	ACTIVE	SNVM920	LM3102 Unencrypted PSpice Transient Model
LM311	High Speed, 30V, Differential Comparator With Strobes	ACTIVE	SLCM011A	LM111, LM211, LM311 PSpice Model (Rev. A)
LM3150	6V to 42V Synchronous Step-Down Controller with Adjustable Output Voltage	ACTIVE	SNVM059B	LM3150 PSpice Transient Model (Rev. B)
LM3150	6V to 42V Synchronous Step-Down Controller with Adjustable Output Voltage	ACTIVE	SNVMB62	LM3150 Unencrypted PSpice Transient Model
LM317	1.5-A, 40-V, adjustable linear voltage regulator	ACTIVE	SBVM440	LM317 PSpice Transient Model
LM317	1.5-A, 40-V, adjustable linear voltage regulator	ACTIVE	SLVMC40	LM317 Unencrypted PSpice Transient Model
LM317-N	1.5-A, 40-V, adjustable linear voltage regulator	ACTIVE	SNVMAP2	LM317-N Unencrypted PSpice Transient Model
LM317-N	1.5-A, 40-V, adjustable linear voltage regulator	ACTIVE	SNVMAP3	LM317-N PSpice Transient Model
LM317-N-MIL	1.5A Adjustable Output Linear Regulator	ACTIVE	SNVMAP2	LM317-N Unencrypted PSpice Transient Model
LM317-N-MIL	1.5A Adjustable Output Linear Regulator	ACTIVE	SNVMAP3	LM317-N PSpice Transient Model
LM317A	1.5-A, 40-V, adjustable linear voltage regulator with high-accuracy	ACTIVE	SNVMAP0A	LM317A PSpice Transient Model (Rev. A)
LM317A	1.5-A, 40-V, adjustable linear voltage regulator with high-accuracy	ACTIVE	SNVMAP1A	LM317A Unencrypted PSpice Transient Model (Rev. A)
LM317L	100-mA, 35-V, adjustable linear voltage regulator	ACTIVE	SNVMAW3	LM317L Unencrypted PSpice Transient Model
LM317L	100-mA, 35-V, adjustable linear voltage regulator	ACTIVE	SNVMAW4	LM317L PSpice Transient Model
LM318	Single, 40-V, 15-MHz operational amplifier	ACTIVE	SLOJ042	LM318 PSpice Model
LM318-N	Single, 40-V, 15-MHz op amp	ACTIVE	SNOM245	LM318-N PSPICE Model
LM321	Single, 30-V, 1-MHz operational amplifier	ACTIVE	SNOM268B	LMx58_LM2904 PSpice Model (Rev. B)
LM321LV	Single, 5.5-V, 1-MHz, 3-mV offset voltage operational amplifier	ACTIVE	SBOMAP1A	LM321LV PSpice Model (Rev. A)
LM324	Quad, 30-V, 1.2-MHz operational amplifier	ACTIVE	SGLM009B	LMx24_LM2902 PSpice Model (Rev. B)
LM324-MIL	Military-grade, quad, 30-V, 1.2-MHz operational amplifier	ACTIVE	SGLM009B	LMx24_LM2902 PSpice Model (Rev. B)
LM324-N	Quad, 32-V, 1-MHz op amp	ACTIVE	SGLM009B	LMx24_LM2902 PSpice Model (Rev. B)
LM324-N-MIL	Military-grade, quad, 32-V, 1-MHz op amp	ACTIVE	SGLM009B	LMx24_LM2902 PSpice Model (Rev. B)
LM324A	Quad, 30-V, 1.2-MHz, 3-mV offset voltage operational amplifier	ACTIVE	SGLM038	LMx24B_LM2902B PSPICE Model
LM324K	Quad, 30-V, 1.2-MHz, improved ESD (2kV) operational amplifier	ACTIVE	SGLM009B	LMx24_LM2902 PSpice Model (Rev. B)
LM324KA	Quad, 30-V, 1.2-MHz, 3-mV offset voltage, improved ESD (2kV) operational amplifier	ACTIVE	SGLM038	LMx24B_LM2902B PSPICE Model
LM324LV	Quad, 5.5-V, 1-MHz, 3-mV offset voltage operational amplifier	ACTIVE	SBOMAO5A	LM324LV PSpice Model (Rev. A)
LM3302	Quad, General Purpose Differential Comparator	ACTIVE	SLCJ013	LM3302 PSpice Model
LM337	1.5-A, negative, adjustable linear voltage regulator	ACTIVE	SNVMAP4	LM337-N Unencrypted PSpice Transient Model
LM337	1.5-A, negative, adjustable linear voltage regulator	ACTIVE	SNVMAP5	LM337-N PSpice Transient Model
LM337-N	1.5-A, negative, adjustable linear voltage regulator	ACTIVE	SNVMAP4	LM337-N Unencrypted PSpice Transient Model
LM337-N	1.5-A, negative, adjustable linear voltage regulator	ACTIVE	SNVMAP5	LM337-N PSpice Transient Model
LM337-N-MIL	1.5A Adjustable Output Negative Regulator	ACTIVE	SNVMAP4	LM337-N Unencrypted PSpice Transient Model
LM337-N-MIL	1.5A Adjustable Output Negative Regulator	ACTIVE	SNVMAP5	LM337-N PSpice Transient Model
LM339	Quad differential comparator	ACTIVE	SLCJ010B	LM2901 PSpice Model (Rev. B)
LM339A	Precision quad differential comparator, commercial grade	ACTIVE	SLCJ015	LM339A PSpice Model
LM339LV	Low-voltage commodity comparator	ACTIVE	SNOM697A	LM393LV PSpice Model (Rev. A)
LM339LV-Q1	Automotive 5.5-V low-voltage standard quad-channel comparator with 1-microsecond delay	ACTIVE	SNOM697A	LM393LV PSpice Model (Rev. A)
LM3401	Hysteretic PFET controller for high power LED Drive	ACTIVE	SNVM694	LM3401 PSpice Transient Model
LM3402	42-V 0.5-A constant current buck LED driver	ACTIVE	SNVM506	LM3402 PSpice Transient Model
LM3402HV	75-V 0.5A constant current buck LED driver	ACTIVE	SNVM506	LM3402 PSpice Transient Model
LM3404	42-V 1.0-A constant current buck LED driver	ACTIVE	SNVM509	LM3404 PSpice Transient Model
LM3404HV	75-V 1.0A constant current buck LED driver	ACTIVE	SNVM509	LM3404 PSpice Transient Model
LM3406	42-V 1.5-A constant current buck LED driver	ACTIVE	SNVM487	LM3406 PSpice Transient Model
LM3406HV	75V 1.5A constant current buck LED driver	ACTIVE	SNVM487	LM3406 PSpice Transient Model
LM3409	42-V PFET buck controller for high power LED drives	ACTIVE	SNVM064	LM3409 PSpice Transient Model
LM3409	42-V PFET buck controller for high power LED drives	ACTIVE	SNVM350	LM3409-Q1 PSpice Transient Model
LM3409-Q1	42-V automotive PFET buck controller for high power LED Drives	ACTIVE	SNVM350	LM3409-Q1 PSpice Transient Model
LM3409HV	75-V PFET buck controller for high power LED drivers	ACTIVE	SNVM350	LM3409-Q1 PSpice Transient Model
LM3409HV-Q1	75-V automotive PFET buck controller for high power LED drivers	ACTIVE	SNVM350	LM3409-Q1 PSpice Transient Model
LM3421	N-channel controllers for constant current LED drivers with series DIM FET driver	ACTIVE	SNVMAB4B	LM3421 PSpice Transient Model (Rev. B)
LM3421-Q1	Automotive N-channel constant current LED controller with series DIM FET driver	ACTIVE	SNVMAB4B	LM3421 PSpice Transient Model (Rev. B)
LM3423	N-channel controllers for constant current LED drivers with series DIM FET driver and fault flag	ACTIVE	SNVMA70A	LM3423 PSpice Transient Model (Rev. A)
LM3423-Q1	Automotive N-channel constant current LED controller with series DIM FET driver and fault flag	ACTIVE	SNVMA70A	LM3423 PSpice Transient Model (Rev. A)
LM3424	Constant current N-channel controller with Thermal Foldback for driving LEDs	ACTIVE	SNVMA72	LM3424 PSpice Transient Model
LM3424-Q1	Automotive constant current N-channel controller with Thermal Foldback for driving LEDs	ACTIVE	SNVMA72	LM3424 PSpice Transient Model
LM3429	Simple N-channel controller for constant current LED drivers	ACTIVE	SNVM655C	LM3429 PSpice Transient Model (Rev. C)
LM3429-Q1	Automotive Simple N-channel controller for constant current LED drivers	ACTIVE	SNVM655C	LM3429 PSpice Transient Model (Rev. C)
LM3466	Multi-String LED current balancer for use with constant current power Supplies	ACTIVE	SNOM462	LM3466 PSpice Transient Model
LM3478	2.97~40V Wide Input Range Boost/SEPIC/Flyback DC-DC Controller	ACTIVE	SNVMAW8C	LM3478 PSpice Transient Model (Rev. C)
LM3478	2.97~40V Wide Input Range Boost/SEPIC/Flyback DC-DC Controller	ACTIVE	SNVMAW9B	LM3478 Unencrypted PSpice Transient Model (Rev. B)
LM3478	2.97~40V Wide Input Range Boost/SEPIC/Flyback DC-DC Controller	ACTIVE	SNVMBH8	LM3478 PSpice Average Model
LM3478	2.97~40V Wide Input Range Boost/SEPIC/Flyback DC-DC Controller	ACTIVE	SNVMBL8	LM3478 Unencrypted PSpice Average Model
LM348	Quad, 36-V, 1-MHz op amp	ACTIVE	SLOJ044	LM348 PSpice Model
LM3480	100-mA, 30-V, low-dropout voltage regulator	ACTIVE	SNVMBA5	LM3480-3P3 PSpice Transient Model
LM3480	100-mA, 30-V, low-dropout voltage regulator	ACTIVE	SNVMBA7	LM3480-3P3 Unencrypted PSpice Transient Model
LM3480	100-mA, 30-V, low-dropout voltage regulator	ACTIVE	SNVMBA8	LM3480-5 Unencrypted PSpice Transient Model
LM3480	100-mA, 30-V, low-dropout voltage regulator	ACTIVE	SNVMBA9	LM3480-5 PSpice Transient Model
LM3480	100-mA, 30-V, low-dropout voltage regulator	ACTIVE	SNVMBB0	LM3480-12 Unencrypted PSpice Transient Model
LM3480	100-mA, 30-V, low-dropout voltage regulator	ACTIVE	SNVMBB1	LM3480-12 PSpice Transient Model
LM3480	100-mA, 30-V, low-dropout voltage regulator	ACTIVE	SNVMBB2	LM3480-15 Unencrypted PSpice Transient Model
LM3480	100-mA, 30-V, low-dropout voltage regulator	ACTIVE	SNVMBB3	LM3480-15 PSpice Transient Model
LM3481	2.97V to 48V High-Efficiency Controller for Boost, SEPIC and Flyback	ACTIVE	SNVM170	LM3481 PSpice Average Model
LM3481	2.97V to 48V High-Efficiency Controller for Boost, SEPIC and Flyback	ACTIVE	SNVM713D	LM3481 Unencrypted PSpice Transient Model (Rev. D)
LM3481	2.97V to 48V High-Efficiency Controller for Boost, SEPIC and Flyback	ACTIVE	SNVMA10	LM3481 Unencrypted PSpice Average Model
LM3481-Q1	2.97-V to 48-V high-efficiency controller for boost, SEPIC and flyback, AEC-Q100 qualified	ACTIVE	SNVM713D	LM3481 Unencrypted PSpice Transient Model (Rev. D)
LM3485	4.5-35V, Hysteretic Non-Synchronous PFET Buck Controller	ACTIVE	SNVM296	LM3485 PSpice Transient Model
LM3485	4.5-35V, Hysteretic Non-Synchronous PFET Buck Controller	ACTIVE	SNVM716	LM3485 Unencrypted PSpice Transient Model
LM3485-Q1	Automotive Grade 4.5-35V, Hysteretic Non-Synchronous PFET Buck Controller	ACTIVE	SNVM296	LM3485 PSpice Transient Model
LM3485-Q1	Automotive Grade 4.5-35V, Hysteretic Non-Synchronous PFET Buck Controller	ACTIVE	SNVM716	LM3485 Unencrypted PSpice Transient Model
LM3488	2.97V to 40V Wide Vin Low-Side N-Channel Controller for Switching Regulators	ACTIVE	SNVMAX0B	LM3488 Unencrypted PSpice Transient Model (Rev. B)
LM3488	2.97V to 40V Wide Vin Low-Side N-Channel Controller for Switching Regulators	ACTIVE	SNVMAX1A	LM3488 PSpice Transient Model (Rev. A)
LM3489	Hysteretic PFET Buck Controller with Enable Pin	ACTIVE	SNVM474	LM3489 PSpice Transient Model
LM3489	Hysteretic PFET Buck Controller with Enable Pin	ACTIVE	SNVM714	LM3489 Unencrypted PSpice Transient Model
LM34910	8-36V, 1.25A Constant On-Time Non-Synchronous Buck Regulator	ACTIVE	SNVM991	LM34910 Unencrypted PSpice Transient Model
LM34910	8-36V, 1.25A Constant On-Time Non-Synchronous Buck Regulator	ACTIVE	SNVM992	LM34910 PSpice Transient Model
LM34910C	8-50V, 1.25A Constant On-Time Non-Synchronous Buck Regulator	ACTIVE	SNVM993	LM34910C PSpice Transient Model
LM34910C	8-50V, 1.25A Constant On-Time Non-Synchronous Buck Regulator	ACTIVE	SNVM994	LM34910C Unencrypted PSpice Transient Model
LM34914	Ultra Small 1.25A Step-Down Switching Regulator with Intelligent Current Limit	ACTIVE	SNVM674A	LM34914 PSpice Transient Model (Rev. A)
LM34914	Ultra Small 1.25A Step-Down Switching Regulator with Intelligent Current Limit	ACTIVE	SNVM978A	LM34914 Unencrypted PSpice Transient Model (Rev. A)
LM34917A	2.3x2mm, 8-33V, 1.25A, Constant On-Time Non-Synchronous Buck Regulator w/ Intelligent Current Limit	ACTIVE	SNOM553	LM34917A Unencrypted PSpice Transient Model
LM34917A	2.3x2mm, 8-33V, 1.25A, Constant On-Time Non-Synchronous Buck Regulator w/ Intelligent Current Limit	ACTIVE	SNOM554	LM34917A PSpice Transient Model
LM34919	2x1.5mm, 8-40V Wide Vin, 600mA, Constant On-Time Non-Synchronous Buck Regulator	ACTIVE	SLVMAO8	LM34919 PSpice Transient Model
LM34919	2x1.5mm, 8-40V Wide Vin, 600mA, Constant On-Time Non-Synchronous Buck Regulator	ACTIVE	SNOM523	LM34919 Unencrypted PSpice Transient Model
LM34919C-Q1	Automotive 4.5-50V Wide Vin 600mA 2.6MHz Ultra-Small Constant On-Time Non-Synchronous Buck Regulator	ACTIVE	SNVM638A	LM34919C-Q1 PSpice Transient Model (Rev. A)
LM34919C-Q1	Automotive 4.5-50V Wide Vin 600mA 2.6MHz Ultra-Small Constant On-Time Non-Synchronous Buck Regulator	ACTIVE	SNVM979A	LM34919C-Q1 Unencrypted PSpice Transient Model (Rev. A)
LM34925	7.5-100V Wide Vin, 100mA Integrated Secondary Bias Regulator for Isolated DC/DC Converters	ACTIVE	SNVM163A	LM34925 PSpice Transient Model (Rev. A)
LM34925	7.5-100V Wide Vin, 100mA Integrated Secondary Bias Regulator for Isolated DC/DC Converters	ACTIVE	SNVM980	LM34925 Unencrypted PSpice Transient Model
LM34926	7.5-100V Wide Vin, 300mA Integrated Secondary Bias Regulator for Isolated DC/DC Converters	ACTIVE	SNVM307	LM34926 PSpice Transient Model
LM34926	7.5-100V Wide Vin, 300mA Integrated Secondary Bias Regulator for Isolated DC/DC Converters	ACTIVE	SNVM981	LM34926 Unencrypted PSpice Transient Model
LM34927	7.5-100V Wide Vin, 600mA Integrated Secondary Bias Regulator for Isolated DC/DC Converters	ACTIVE	SNVM165A	LM34927 PSpice Transient Model (Rev. A)
LM34927	7.5-100V Wide Vin, 600mA Integrated Secondary Bias Regulator for Isolated DC/DC Converters	ACTIVE	SNVM982	LM34927 Unencrypted PSpice Transient Model
LM34936	30-V Wide VIN Synchronous 4-Switch Buck-Boost Controller	ACTIVE	SNVMBL5	LM34936 PSpice Transient Model
LM34936-Q1	Automotive, 30-V wide VIN synchronous 4-switch buck-boost controller	ACTIVE	SNVMBL5	LM34936 PSpice Transient Model
LM34966-Q1	500-kHz wide VIN nonsynchronous boost, flyback, & SEPIC controller	ACTIVE	SNVMC41A	LM34966-Q1 PSPICE Model (Rev. A)
LM358	Dual, 30-V, 700-kHz operational amplifier	ACTIVE	SNOM268B	LMx58_LM2904 PSpice Model (Rev. B)
LM358-N	Dual, 32-V, 1-MHz op amp	ACTIVE	SNOM268B	LMx58_LM2904 PSpice Model (Rev. B)
LM358A	Dual, 30-V, 700-kHz, 3-mV offset voltage operational amplifier	ACTIVE	SNOM268B	LMx58_LM2904 PSpice Model (Rev. B)
LM358B	Dual, 36-V, 1.2-MHz, 3-mV offset voltage operational amplifier with -40°C to 85°C operation	ACTIVE	SLOM472C	LMx58B_LM2904B PSpice Model (Rev. C)
LM358BA	Dual, 36-V, 1.2-MHz, 2-mV offset voltage operational amplifier	ACTIVE	SLOM475B	LMx58BA_LM2904BA PSpice Model (Rev. B)
LM358LV	Dual, 5.5-V, 1-MHz operational amplifier	ACTIVE	SBOMAO8A	LM358LV PSpice Model (Rev. A)
LM359	Dual, High Speed, Programmable, Current Mode (Norton) Amplifiers	ACTIVE	SNVM007A	LM359 PSPICE Model (Rev. A)
LM3639A	LM3639A Single chip 40V backlight + 1.5A flash LED driver	ACTIVE	SNVM342B	LM3639A Unencrypted PSpice Transient Model Package (Rev. B)
LM3642	1.5A Synchronous Boost LED flash driver w/ high-side current	ACTIVE	SNVM510B	LM3642 Unencrypted PSpice Transient Model Package (Rev. B)
LM3643	Dual LED flash driver Capable of up to 1.5A	ACTIVE	SNVMA17	LM3643 PSpice Transient Model
LM3646	1.5A Synchronous Boost LED flash driver w/ dual high-side current sources	ACTIVE	SNVMA23	LM3646 PSpice Transient Model
LM3668	1A, High Efficiency Dual Mode Single Inductor Buck-Boost DC/DC Converter	NRND	SNVM995A	LM3668 4.5/5V Unencrytped PSpice Transient Model Package (Rev. A)
LM3691	High Accuracy, Miniature 1A, Step-Down DC-DC Converter for Portable Applications	ACTIVE	SNVMAL9C	LM3691 Unencrypted PSpice Transient Model Package (Rev. C)
LM3691	High Accuracy, Miniature 1A, Step-Down DC-DC Converter for Portable Applications	ACTIVE	SNVMAM5A	LM3691 Unencrypted PSpice Average Model Package (Rev. A)
LM3697	3 String backlight driver with 11-bits of Exponential dimming	ACTIVE	SNOM463B	LM3697 Unencrypted PSpice Transient Model Package (Rev. B)
